orderID,orderTime,userID,couponID,price,basePrice,reward,premiumProduct,productGroup,categoryIDs,couponUsed
2703,04-02-2015 08:48,445cb5bea081e90a11fa783ae4b272c1,09fe12ca0930a60e9393d35fe708e7f4,8.89,3.7,1.26,0,a240b3940110f9bd715b1a7a623f06ee,b7e3b0110f96213f5087034b92be487a,0
2608,09-01-2015 08:24,d7c9cc29ce9de669970a236b13ed2763,71511d4ec6689921e17eba034a47ef86,3.050642005,0.312114443,1.585938532,0,a7ac75fff375132f9b4753d55aada511,f929d7624d13f00e1ca52c9edb5c03ba,0
4873,27-01-2015 20:54,8e60411cce6edfc0c33bf305dd87a510,6f57b217b95fc5a35ad509d812bf2cc9,3.200582429,3.352667408,1.273487189,0,5b5714af4a2acb5ea5a65c7e0466e9e4,b7e3b0110f96213f5087034b92be487a,0
1266,18-01-2015 13:59,639d88cd3276f1e09381fa11566518d1,706108cd05ebc15427acc9568dc53960,8.29,8.29,0.94,0,bfdca7185ad7366f965590bab1417db5,"b7e3b0110f96213f5087034b92be487a,4b3e2dbd4d59c43bf6982405a5f7fce7",0
67,06-01-2015 20:22,b3b937cd7778a6b02d372de961f68b72,51bcc62947bf192b9450817d36b613ac,12.18,4.87,1.57,0,fbfe2213c9cd7c4c8e922d6d1d92cf66,"b7e3b0110f96213f5087034b92be487a,a0ae3bad823bea2ffa642bf47daa4a77",0
5498,03-03-2015 14:37,589791472d65d331c029de8eae0cf3f1,eebd866516704d9a4658c499d124491f,33.81,33.81,1.26,0,8b16792370dc690d13ce72acbd7900a6,"e73355e7a58b57d741111e7ab3855265,4b3e2dbd4d59c43bf6982405a5f7fce7",0
183,20-01-2015 16:03,b4639ec6cdf6e6bcdb948eea44d84163,02fb90ac40f64c64c842a067932fe135,2.882337855,2.885607984,1.882844006,1,ca7734a09ece2e6d5f3535b2b7e31fe0,f12c4112c9ea685dc2d2705b1448bfbc,0
3656,16-02-2015 21:32,30d7f1a91894ee71acda98693703f969,a6f321b6e5cdc83deb463f46d1921df2,5.713874806,2.810894805,1.272640763,0,5d7f92459adc7208db382fdf5d8f5896,"b7e3b0110f96213f5087034b92be487a,667daa357f8999be0805a6d62d7d3970,ac6d9e2b42dff101d8e6e5582d7a45cf",0
2935,06-02-2015 10:31,8c02487523fd5ff9fe03c192f1709e4f,c851b509c012acd028eea249f38aa551,5.84,1.17,2.2,0,a61c305e2a9069d1d9b0284b5dcd2ae6,e73355e7a58b57d741111e7ab3855265,0
4536,23-02-2015 22:14,0294ed5a152bdbe982c542a49db165fa,45d9467a4a239bf95bd1cd9d02def17d,2.96,1.64,1.26,0,e07e0204e8a62673afc9ad29b4f79f4a,b7e3b0110f96213f5087034b92be487a,0
2811,05-02-2015 08:08,2c481cb93a566416c53406ea4fb4b309,bb623910da0cd111d78b795070b3a081,10.98,3.43,1.57,0,645dd2d872e6d5f4db5598ddecc789d2,b7e3b0110f96213f5087034b92be487a,0
4573,24-02-2015 15:44,67d695242989eba3ae5836598e934ad5,06885934cc7d39afabc1282fcfdd6888,6.44,0,1.57,0,22ca86f1ae38655701c693843ad97c03,f74dc92e8e6835ab41d6cb2ca7fc70f9,0
2164,04-02-2015 22:01,26a806acbaee6ddfdb39db4b42a3a85d,896cd4a014e3fad01bbc1906614fea3d,6.752393858,1.309154888,1.271983076,0,a240b3940110f9bd715b1a7a623f06ee,e73355e7a58b57d741111e7ab3855265,0
3960,18-02-2015 12:49,05d063eacec51762820470ca600c8f98,404c558e76a50b962f2ce5dcc5c56061,9.63,9.63,1.26,1,a7ac75fff375132f9b4753d55aada511,"b7e3b0110f96213f5087034b92be487a,667daa357f8999be0805a6d62d7d3970",0
4704,25-02-2015 10:26,2b16dbfb9a23ad2ddb0b633c76c2aced,404c558e76a50b962f2ce5dcc5c56061,9.63,9.63,1.26,1,a7ac75fff375132f9b4753d55aada511,"b7e3b0110f96213f5087034b92be487a,667daa357f8999be0805a6d62d7d3970",0
2524,15-02-2015 17:21,4b4516e39a35bb8951001de9fdf506d8,6a98f4ac59de084127f6358b278ff6ed,4.448598669,3.376850847,1.277276436,1,920c97ba22e2235de589e5cc9b391709,b7e3b0110f96213f5087034b92be487a,0
4114,19-02-2015 15:48,71d3367ea6d2240b16dd7ff11b975ee5,2d1a15b290c0a742fc897e157ab4b407,5.28,2.4,0.63,0,920c97ba22e2235de589e5cc9b391709,b78123c345b9f8a300a7fac7a735a8bd,1
2478,06-03-2015 00:18,b0b5aef05ca3c44e974ecbb4d3266e7b,9983dc8ce390f9b7107a8bf01c95f3e2,6.210687772,1.674620502,0.942746255,0,7de50d28d59f72c28e762dbf764fb7db,"b7e3b0110f96213f5087034b92be487a,6f735673e0cbf770a14c38aa256011a7",0
2159,11-02-2015 22:20,0388b4f9f3b0b094ac6a392d12769fbd,c4e39ba2469303fb72f244069d68e700,3.081051779,3.417422167,1.264480158,0,f99275683b7068a623c470d1f4a16a05,"b7e3b0110f96213f5087034b92be487a,ac6d9e2b42dff101d8e6e5582d7a45cf,6f735673e0cbf770a14c38aa256011a7",1
1277,18-01-2015 16:26,b8fa046037a976ab09fb3c93e0c4735e,a6f321b6e5cdc83deb463f46d1921df2,7.5,1.25,0.63,0,113593efe095675415192b4aa1ab8653,"b78123c345b9f8a300a7fac7a735a8bd,6f735673e0cbf770a14c38aa256011a7",0
4493,01-03-2015 13:48,fb23091c6ee4ab38785b26991cf2d221,bd2de6696f1d977f24b950be6dde05b2,3.02826389,7.322516525,1.272260407,1,ca7734a09ece2e6d5f3535b2b7e31fe0,"b7e3b0110f96213f5087034b92be487a,667daa357f8999be0805a6d62d7d3970,a0ae3bad823bea2ffa642bf47daa4a77",0
1601,22-01-2015 12:50,11af9f9e72a3d42a4ea712b2de264e70,71c149a2e6fc2eefa3b465e79c5f9c37,2.41,0.48,1.57,0,13b9412a5495ba81ac2e2df3bcdabe8f,e73355e7a58b57d741111e7ab3855265,0
2461,01-02-2015 17:21,366765c21dbe9bea81b8b3cbe990e783,f8f1b2bab541925da89a907a8580fbf8,4.58,2.08,1.57,0,766fb91efebff83f298f780e7524b276,b7e3b0110f96213f5087034b92be487a,0
654,16-01-2015 11:30,4b4516e39a35bb8951001de9fdf506d8,6ade4d13567f1e0a16a41c4dc37b3533,13.6384663,10.01347667,1.272842422,1,f0b887f83f4eee519485cd646640e308,"b7e3b0110f96213f5087034b92be487a,4b3e2dbd4d59c43bf6982405a5f7fce7",0
4356,22-02-2015 15:38,b8503565472d13f2d133e8eb41d7590e,d06e5ed84bed9375847c5ecbb842e91d,8.15,4.08,1.26,0,f99275683b7068a623c470d1f4a16a05,1f26675d7c5cfea5899291a241171282,0
2913,05-02-2015 22:01,b6ad43421b4b4df05f5651fde5c34511,11b5cf729aa98c47dedcf66387039638,5.93,2.82,1.26,0,c06dc2b4a5f7ecdfa27a83acf7a29423,b7e3b0110f96213f5087034b92be487a,0
4597,24-02-2015 16:45,f908ea9d2bb88568b40ea28b8505a2bc,1fee16ac668cd35197a01f9ca5830ff8,2.41,0.7,0.94,1,1ba3059382b4d1db6dfe2e3d484a6d98,"796c5815752a170021838a78bf7fab34,667daa357f8999be0805a6d62d7d3970,a0ae3bad823bea2ffa642bf47daa4a77",0
392,26-02-2015 13:20,8a586e80cbe072ef8828d151b98de8bb,27dd28a5b4e316181bb21f1eb79b6b11,3.618470384,2.452285322,1.585883999,0,89f4ebbb12bbed5670bcdcb48884abc8,"b78123c345b9f8a300a7fac7a735a8bd,a0ae3bad823bea2ffa642bf47daa4a77,6f735673e0cbf770a14c38aa256011a7",0
3918,01-03-2015 11:11,2abd58422f465c44886dbb024d531e65,98487ebf7d685280572b7e6ab4461c5a,9.314618451,2.382503791,0.951282159,0,ca7734a09ece2e6d5f3535b2b7e31fe0,b7e3b0110f96213f5087034b92be487a,0
2729,11-01-2015 19:22,cbb1d14ca071dc1745c76bc0f77d85a6,2347689939f3a0e7acf7d2ec7a0003cd,23.36023698,0.991332256,1.900534055,0,bfdca7185ad7366f965590bab1417db5,"796c5815752a170021838a78bf7fab34,4b3e2dbd4d59c43bf6982405a5f7fce7",0
2446,26-02-2015 16:24,5d345142aa72c820f0fed16af87548a3,060ca18f20c55eb0a60196f2abddc3cc,5.968880923,2.937773857,1.898086314,0,666705af2b0fb5346d02f605983aea58,b7e3b0110f96213f5087034b92be487a,0
3321,08-03-2015 19:09,03e498d2c550605c004c1dce7d92b725,cad2ea92f37669e7016401da6a352b72,3.06760631,2.334428078,1.260078412,0,5bd962002d72a89c74ec314581ae9bb1,f12c4112c9ea685dc2d2705b1448bfbc,0
3846,17-02-2015 16:43,174e0497eb7f19ccb332932c090d791c,223a2f9958c7b55174e099c40deafdee,6.44,1.76,0.94,0,5fe8380a433b236f73295914a097adcf,796c5815752a170021838a78bf7fab34,0
984,30-01-2015 07:05,c5cfbfce3137761fd877e218e22f8e6e,556229ca958431dd9e45177b99fce114,5.421646898,1.138044111,1.908397882,0,bfdca7185ad7366f965590bab1417db5,796c5815752a170021838a78bf7fab34,0
6044,09-03-2015 21:32,7a8641ccebaa2adf11b0ef95671bafe8,95880bc58f276215b3d685153faa1a81,3.66,1.46,1.88,0,4f27a1f4352bc0b9d3cd77138a42b262,"f03b63aa45f2eef1fb1715edd01ed6c4,e73355e7a58b57d741111e7ab3855265,9ebaa35411ef69b93eb958ce880669f3,a0ae3bad823bea2ffa642bf47daa4a77",0
649,11-01-2015 13:51,31482c6530aae560383060aca4c2559b,9e32af053a3a89da9047d645a05d7fde,6.67,8.34,1.26,0,a7ac75fff375132f9b4753d55aada511,b7e3b0110f96213f5087034b92be487a,0
1881,27-01-2015 16:22,3235704e28be39339a9a06c7fcc1dd40,196a6f4106e0cf5b438cc7b16ead6ef6,8.94,3.58,1.57,0,666705af2b0fb5346d02f605983aea58,b7e3b0110f96213f5087034b92be487a,0
4984,26-02-2015 21:54,4d24df990ba0c681795c3a8932d1ab0f,a60950eda644e690fb28f1ae8ffad441,8.29,8.29,1.26,1,a7ac75fff375132f9b4753d55aada511,"b7e3b0110f96213f5087034b92be487a,a0ae3bad823bea2ffa642bf47daa4a77",0
5562,03-03-2015 23:45,a2e52fca8ffa91efd873fa56991b13f2,d39d5ec9d5d7f3f343f6a68500efbc5c,14.82,8.22,0.94,1,fbfe2213c9cd7c4c8e922d6d1d92cf66,"b7e3b0110f96213f5087034b92be487a,667daa357f8999be0805a6d62d7d3970",1
5685,05-03-2015 09:16,73213859004e4f5cf66064af1e00877e,39d908406120f083333b6076a929a0d8,4.58,2.29,1.57,0,ca7734a09ece2e6d5f3535b2b7e31fe0,b7e3b0110f96213f5087034b92be487a,0
5781,06-03-2015 00:52,0ef7e91bf0b162af1c079f7e2a97ef58,80d9f14b413cc35b31ea709b0ffbac23,3.33,1.41,1.26,0,dd9ad7fabc6ce38ebcd60fcdb40184b2,b78123c345b9f8a300a7fac7a735a8bd,0
485,25-02-2015 22:29,1194245fac32f084ee5be9a234df93fb,19f60e2269ef0104ea484be2383b177a,8.517399035,3.504235768,1.909009668,0,ff71426445fcdb2faddeb77b05052b05,b7e3b0110f96213f5087034b92be487a,0
853,12-01-2015 23:50,33f429549e68b6983f0ec3fa85356de7,3c788027ffc11385ebda482981af8637,10.88,3.2,1.57,0,645dd2d872e6d5f4db5598ddecc789d2,"b7e3b0110f96213f5087034b92be487a,a0ae3bad823bea2ffa642bf47daa4a77,4b3e2dbd4d59c43bf6982405a5f7fce7",0
5982,09-03-2015 09:58,7dfb93c01577166e56cf7e4d6032493f,a35974920ba3c9b3a6e50a89910e6b81,9.17,2.04,0.94,1,c06dc2b4a5f7ecdfa27a83acf7a29423,"b7e3b0110f96213f5087034b92be487a,667daa357f8999be0805a6d62d7d3970",0
545,10-01-2015 11:34,7d598b4c11e9668c3592b60c10822d2f,6280eb8ffd9c175fe3d5b60c6d03a665,2.32,1.93,1.88,1,13b9412a5495ba81ac2e2df3bcdabe8f,"e73355e7a58b57d741111e7ab3855265,667daa357f8999be0805a6d62d7d3970",0
2247,20-02-2015 07:38,0859f77029a2d1e987705c4f97cb367a,b2c31466671d197d39d472a8bbdd025a,2.36041773,4.284439334,1.269914216,1,443cdbe7628a33457d2822ed1ed36a54,b7e3b0110f96213f5087034b92be487a,0
2235,08-03-2015 23:11,1989af6e9eb44120e71bd8bb885b6e94,51bcc62947bf192b9450817d36b613ac,4.800559065,0.700429298,1.28052918,0,86400818cd399e401fef12f5e220240d,"b78123c345b9f8a300a7fac7a735a8bd,6f735673e0cbf770a14c38aa256011a7",0
1290,18-01-2015 18:10,1b6e07e2579e899e2e8247326b56af7f,3d9d1e22553d063ac05bf3b42fe7eb65,5.37,0.08,3.14,0,a7ac75fff375132f9b4753d55aada511,b7e3b0110f96213f5087034b92be487a,1
5418,02-03-2015 10:21,60c70369696f168bf3c3d22d081e5c98,5834557377ab14dd9efb8a1389ca30e9,5.51,1.71,1.57,0,ca7734a09ece2e6d5f3535b2b7e31fe0,"b7e3b0110f96213f5087034b92be487a,a0ae3bad823bea2ffa642bf47daa4a77",0
1007,09-01-2015 10:33,47423ef2ddfdd83e87e206cb219a151c,1bb84c5ed6611e73eaffe30a2920f60e,4.175855487,2.08685444,0.679479392,0,32ff5903d325a168eb666ca1b2872efd,b7e3b0110f96213f5087034b92be487a,0
3050,25-02-2015 21:40,26ccb0e4415526585f568c80490dfca0,196a6f4106e0cf5b438cc7b16ead6ef6,9.994112717,8.75423632,0.607833248,0,f5d956e91dadd5bfd2122f5014621476,"b7e3b0110f96213f5087034b92be487a,6f735673e0cbf770a14c38aa256011a7",0
474,21-02-2015 13:28,73213859004e4f5cf66064af1e00877e,227adeba8c2da7c04063b3cfda9821f4,6.395979627,3.393062383,1.271398656,1,e07e0204e8a62673afc9ad29b4f79f4a,f03040c27bfa597712980825477b32d5,0
723,30-01-2015 06:57,a67ce25cf8b16754e41e648f15cb7242,3684f8349bcdbdb769a92febdb505789,5.613881122,3.340335577,0.700129838,0,fbfe2213c9cd7c4c8e922d6d1d92cf66,b7e3b0110f96213f5087034b92be487a,0
4682,25-02-2015 08:28,e1a3349710dbac298397253c1397e54d,9a31b4209950d7e138071bb4e63c0586,13.34,4.45,1.57,0,bfdca7185ad7366f965590bab1417db5,b7e3b0110f96213f5087034b92be487a,0
2202,29-01-2015 18:41,9e9aaf7094bd99876ccd75a40027a3eb,5aea2e3b181a550ccd212e75f8e78b49,9.96,1.99,0.94,0,aad45830af47197327d9e538aebebbfe,"b7e3b0110f96213f5087034b92be487a,a0ae3bad823bea2ffa642bf47daa4a77",0
3294,10-02-2015 23:47,b3b937cd7778a6b02d372de961f68b72,f3a25c6780a6c9f98302acffdf8b55ce,6.44,2.57,1.57,0,ca7734a09ece2e6d5f3535b2b7e31fe0,b7e3b0110f96213f5087034b92be487a,0
677,22-01-2015 21:21,d04d71fece23d4677747d6050e5e818e,1c0bf380d7de19d61074d9ad6edc7d20,3.334956638,2.217967159,1.904004344,0,fbfe2213c9cd7c4c8e922d6d1d92cf66,"b7e3b0110f96213f5087034b92be487a,a0ae3bad823bea2ffa642bf47daa4a77",0
1487,21-01-2015 08:10,d1e31b362569454d3bbc4139589faf65,e517af7eb5bb99c146b72b404a32e44f,5.28,0.58,2.2,0,ef461633061718c7d0a47677fad3372f,"1f26675d7c5cfea5899291a241171282,6f735673e0cbf770a14c38aa256011a7",1
5113,27-02-2015 16:24,461b58e5ba2469ba6fd74487c9ec0556,c9a6ba1cdaecd8065c0e84810250b2f7,3.06,3.06,1.88,0,113593efe095675415192b4aa1ab8653,b78123c345b9f8a300a7fac7a735a8bd,1
1148,16-01-2015 14:52,d48677e3a0b3c2428d375a9ac32096e2,5b32c2f139ec9d7fa2f3e53bbcbee8be,12.64,4.21,1.26,0,bfdca7185ad7366f965590bab1417db5,b7e3b0110f96213f5087034b92be487a,0
214,07-01-2015 18:51,d00243147254cef9e3f904cefaa39fe9,abf539d6c8d6f1d948faf489515f8ef5,9.17,4.58,0,1,1ab8f2da2e6452c08ea81d6d6597f6be,"b7e3b0110f96213f5087034b92be487a,667daa357f8999be0805a6d62d7d3970,ac6d9e2b42dff101d8e6e5582d7a45cf",0
1185,08-01-2015 13:17,23d77753f0ac940858fb68c0fe934090,a1dd5a676d945a7532cae16d770d3c1e,12.01523286,2.082800108,1.882958429,0,113593efe095675415192b4aa1ab8653,b7e3b0110f96213f5087034b92be487a,0
1812,26-01-2015 10:58,175940f67631dc7454614bae0854e6b9,8ffbbb18901cc3f6a99ae0c7933f3049,8.75,5.84,1.26,0,920c97ba22e2235de589e5cc9b391709,"b78123c345b9f8a300a7fac7a735a8bd,4b3e2dbd4d59c43bf6982405a5f7fce7",0
5750,05-03-2015 19:12,79c5a04779a02df00779cb8886c2ace8,a35974920ba3c9b3a6e50a89910e6b81,9.17,2.04,0.94,1,c06dc2b4a5f7ecdfa27a83acf7a29423,"b7e3b0110f96213f5087034b92be487a,667daa357f8999be0805a6d62d7d3970",0
4249,20-02-2015 20:12,8877a81d04e853bc31c50da2bd2afaff,a10bb278883972b3e977d30f4c5d526c,7.92,2.64,1.26,1,c06dc2b4a5f7ecdfa27a83acf7a29423,"b7e3b0110f96213f5087034b92be487a,667daa357f8999be0805a6d62d7d3970",1
2577,02-02-2015 19:14,9b3748060a840f0f493ca0a84c0cb3c9,a6f321b6e5cdc83deb463f46d1921df2,7.5,1.25,0.63,0,113593efe095675415192b4aa1ab8653,"b78123c345b9f8a300a7fac7a735a8bd,6f735673e0cbf770a14c38aa256011a7",0
1430,20-01-2015 15:30,ea05e1aa38dc44c17fcfa39adedea300,5b4d8f34c9085c23de580a21f3c3ca88,5.84,5.84,1.26,1,a7ac75fff375132f9b4753d55aada511,b7e3b0110f96213f5087034b92be487a,0
2663,07-01-2015 09:12,57441c8a067613d3422b0095e3ede0cd,a85c1bdd5820ebbe0ab4e7bde42267f7,4.442628581,4.889561541,0.958772907,0,79fabcbbff49dd85c1428207379518f7,"e73355e7a58b57d741111e7ab3855265,a0ae3bad823bea2ffa642bf47daa4a77,4b3e2dbd4d59c43bf6982405a5f7fce7",0
3609,11-02-2015 10:44,3239ab0c04224b027804617f9564676b,3e4ff69e257ac5bfb477811fe9cc4a90,3.192213588,3.316209731,1.889792721,0,a7ac75fff375132f9b4753d55aada511,"b7e3b0110f96213f5087034b92be487a,a0ae3bad823bea2ffa642bf47daa4a77,4b3e2dbd4d59c43bf6982405a5f7fce7",0
2470,01-02-2015 19:11,62f471a161c15edfbe35b2adcd336ae0,5aea2e3b181a550ccd212e75f8e78b49,9.96,1.99,0.94,0,aad45830af47197327d9e538aebebbfe,"b7e3b0110f96213f5087034b92be487a,a0ae3bad823bea2ffa642bf47daa4a77",0
4689,25-02-2015 09:10,e64f5a0a7314864cfae43f0cdf038efd,a3651fafd5911623b2d598873443e174,42.93,5.05,1.57,0,c06dc2b4a5f7ecdfa27a83acf7a29423,b7e3b0110f96213f5087034b92be487a,0
2369,31-01-2015 16:30,4e3ba47a1dcff7985ba64b692038dcea,50ed98770ca3f39bd906a5fcf43e80b5,13.48,3.84,1.26,0,fbfe2213c9cd7c4c8e922d6d1d92cf66,b7e3b0110f96213f5087034b92be487a,0
719,09-03-2015 16:20,e6b4336248651bb27ec8912c0c858d62,b8f371dbdebaac6690ee833dad4851f1,11.58008321,1.428650256,1.275968778,1,dfdafe6072d292c0e574d684199e77e7,"e73355e7a58b57d741111e7ab3855265,1f26675d7c5cfea5899291a241171282",0
3159,21-01-2015 16:47,208511cbdea6086d9024bcfa22b76569,4d7a9dc74c7493edfef299471ee8e1e8,2.809516393,0.073463287,1.596139672,0,349e7ceb68b2f9fdfcc0d27118406b6e,b7e3b0110f96213f5087034b92be487a,1
2308,15-01-2015 14:12,46f8c726dd5e2274bea521e1b872e797,49336b76b1b7d751af0b914645a34da9,5.601596085,0.574891507,0.956986281,0,a240b3940110f9bd715b1a7a623f06ee,"b7e3b0110f96213f5087034b92be487a,667daa357f8999be0805a6d62d7d3970,a0ae3bad823bea2ffa642bf47daa4a77",0
5482,02-03-2015 22:36,03b3339049e3ca955f449d22974dd774,32ff5b61ad13a040b010875642ca1d30,4.12,2.74,1.88,0,766fb91efebff83f298f780e7524b276,b7e3b0110f96213f5087034b92be487a,0
1108,16-01-2015 01:14,7f5c4d5f955879dd9732719c7a26515e,9288f2b79e1d82736876c2b06317e348,6.39,2.56,1.26,0,920c97ba22e2235de589e5cc9b391709,"b78123c345b9f8a300a7fac7a735a8bd,6f735673e0cbf770a14c38aa256011a7",1
2582,02-02-2015 20:39,4fa8f5976cf0c067c65910a3d7a0d95e,89d62b666d585f03f262b1f6a6abdd2c,3.24,5.4,1.57,0,bfdca7185ad7366f965590bab1417db5,"b7e3b0110f96213f5087034b92be487a,4b3e2dbd4d59c43bf6982405a5f7fce7",0
3735,16-02-2015 10:12,cb2cb4d1ea1bc5b31431e8b4d2494ce4,e70701f91ff5cd88c07ead7c58d9f3f7,8.15,8.15,1.26,0,a7ac75fff375132f9b4753d55aada511,b7e3b0110f96213f5087034b92be487a,0
5169,04-03-2015 19:24,33f10b94c542787afd85885b29be8f18,073ce82db00e8867617ff77273381213,6.700817585,2.191136326,1.271577267,1,e07e0204e8a62673afc9ad29b4f79f4a,"b7e3b0110f96213f5087034b92be487a,4b3e2dbd4d59c43bf6982405a5f7fce7",0
1571,07-01-2015 19:05,c3a37c0d2fa7b5f97d247fc798a2abd5,404c558e76a50b962f2ce5dcc5c56061,6.595732523,2.735812129,0.248930058,0,f5d956e91dadd5bfd2122f5014621476,796c5815752a170021838a78bf7fab34,0
3085,08-02-2015 16:34,93afd5dd33965bef91117dfc1a42283e,31a9f197c555af508e00a4ed02bf7093,3.33,0.67,0.63,1,008b99d9c2fd9d58dd1483e364f8e8d3,"f12c4112c9ea685dc2d2705b1448bfbc,667daa357f8999be0805a6d62d7d3970",0
